race,income,parent_ed,raw_sat_score,cluster,cluster_percentile,adjusted_sat_score,score_boost
Black,Q5,Grad,1050,31,41.07760751359367,1000,-50
Black,Q5,Grad,1050,31,41.07760751359367,1000,-50
Hispanic,Q5,Grad,1050,31,41.07760751359367,1000,-50
AIAN,Q5,Grad,1050,31,41.07760751359367,1000,-50
Hispanic,Q5,Grad,1050,31,41.07760751359367,1000,-50
Two,Q5,Grad,1050,31,41.07760751359367,1000,-50
Black,Q5,Grad,1050,31,41.07760751359367,1000,-50
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q2,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
Hispanic,Q4,Grad,1010,25,41.12075769534333,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
Two,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
Two,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
Two,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Bachelor,1010,7,41.21510673234811,1000,-10
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q2,Grad,1030,20,41.2573673870334,1000,-30
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q5,Grad,1100,5,41.4,1000,-100
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
White,Q3,Grad,1050,23,41.424418604651166,1000,-50
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,Grad,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Grad,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,Grad,1060,32,41.438906752411576,1000,-60
Asian,Q4,Associate,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Associate,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Bachelor,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q4,Associate,1060,32,41.438906752411576,1000,-60
Asian,Q4,Associate,1060,32,41.438906752411576,1000,-60
Asian,Q4,HS,1060,32,41.438906752411576,1000,-60
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Two,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Black,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Black,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Black,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Black,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
Asian,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q1,Bachelor,1000,17,41.46964856230032,1000,0
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
AIAN,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
AIAN,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Asian,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
AIAN,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
White,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q2,HS,950,29,41.478696741854634,1000,50
Two,Q2,HS,950,29,41.478696741854634,1000,50
Asian,Q2,HS,950,29,41.478696741854634,1000,50
Hispanic,Q3,No HS,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,No HS,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,No HS,960,26,41.48029818956337,1000,40
Hispanic,Q3,No HS,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Hispanic,Q3,Bachelor,960,26,41.48029818956337,1000,40
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q2,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q5,Bachelor,1090,12,41.5234375,1000,-90
Asian,Q3,Bachelor,1090,12,41.5234375,1000,-90
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,No HS,970,30,41.589779985805535,1000,30
Black,Q4,No HS,970,30,41.589779985805535,1000,30
Black,Q4,Associate,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Associate,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Grad,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Grad,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Grad,970,30,41.589779985805535,1000,30
Black,Q4,No HS,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,No HS,970,30,41.589779985805535,1000,30
Black,Q4,No HS,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Grad,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,Grad,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q4,Bachelor,970,30,41.589779985805535,1000,30
Black,Q4,HS,970,30,41.589779985805535,1000,30
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q1,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q1,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q1,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q1,HS,950,33,41.644204851752015,1000,50
Black,Q1,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q5,HS,950,33,41.644204851752015,1000,50
Black,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
Two,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
AIAN,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
AIAN,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
Black,Q3,HS,970,24,41.686091686091686,1000,30
Black,Q3,HS,970,24,41.686091686091686,1000,30
Two,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
Black,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
White,Q3,HS,970,24,41.686091686091686,1000,30
Asian,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Two,Q5,No HS,980,18,41.71322160148976,1000,20
Hispanic,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q2,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Hispanic,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q1,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q3,No HS,980,18,41.71322160148976,1000,20
White,Q2,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q2,No HS,980,18,41.71322160148976,1000,20
Two,Q1,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Hispanic,Q5,No HS,980,18,41.71322160148976,1000,20
Hispanic,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q3,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Asian,Q5,No HS,980,18,41.71322160148976,1000,20
Black,Q5,No HS,980,18,41.71322160148976,1000,20
Black,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Two,Q1,No HS,980,18,41.71322160148976,1000,20
Two,Q3,No HS,980,18,41.71322160148976,1000,20
White,Q2,No HS,980,18,41.71322160148976,1000,20
Asian,Q2,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Black,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Black,Q5,No HS,980,18,41.71322160148976,1000,20
White,Q5,No HS,980,18,41.71322160148976,1000,20
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Two,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Two,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
AIAN,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Black,Q3,Grad,1010,4,41.743589743589745,1000,-10
Two,Q3,Grad,1010,4,41.743589743589745,1000,-10
Hispanic,Q1,Bachelor,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,Bachelor,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,No HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,No HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,Bachelor,950,10,41.83540169823645,1000,50
Hispanic,Q1,HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,No HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,HS,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q1,Associate,950,10,41.83540169823645,1000,50
Hispanic,Q1,Grad,950,10,41.83540169823645,1000,50
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Hispanic,Q5,Bachelor,1040,8,41.843971631205676,1000,-40
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q3,Associate,1030,14,41.94570135746606,1010,-20
Asian,Q3,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q1,No HS,1030,14,41.94570135746606,1010,-20
Asian,Q1,Associate,1030,14,41.94570135746606,1010,-20
Asian,Q3,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q3,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q5,HS,1030,14,41.94570135746606,1010,-20
Asian,Q3,No HS,1030,14,41.94570135746606,1010,-20
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
White,Q3,Bachelor,1020,28,41.95081050866406,1010,-10
