race,income,parent_ed,raw_sat_score
White,Q5,Grad,1370
Black,Q5,Associate,1110
Hispanic,Q5,Bachelor,930
Hispanic,Q2,HS,1080
Asian,Q1,Bachelor,1230
Asian,Q3,Bachelor,950
Hispanic,Q4,Associate,910
White,Q1,Grad,1210
White,Q5,HS,1470
Asian,Q4,HS,900
White,Q3,Grad,540
Hispanic,Q2,Bachelor,930
Asian,Q2,HS,1100
Asian,Q4,Bachelor,1100
White,Q2,Grad,1180
Two,Q5,Bachelor,1240
White,Q5,Grad,1180
Black,Q4,Bachelor,660
White,Q4,Bachelor,1060
White,Q4,HS,930
Hispanic,Q5,HS,1170
White,Q5,Grad,1010
White,Q4,Grad,650
White,Q4,Bachelor,1120
White,Q5,No HS,1240
Black,Q3,Grad,990
White,Q1,HS,1150
Hispanic,Q1,Bachelor,1280
White,Q5,Bachelor,960
Hispanic,Q1,Bachelor,1520
Hispanic,Q1,Bachelor,1460
White,Q1,Bachelor,680
Hispanic,Q4,Grad,920
Hispanic,Q4,Bachelor,1060
White,Q5,Bachelor,1010
Hispanic,Q4,Bachelor,1030
White,Q3,HS,1290
White,Q4,HS,1210
White,Q5,HS,1150
Hispanic,Q4,Bachelor,920
Asian,Q2,Grad,1000
Hispanic,Q3,Bachelor,1330
Hispanic,Q5,Bachelor,830
Hispanic,Q1,Associate,1340
Hispanic,Q3,HS,1080
White,Q5,Bachelor,1090
Asian,Q5,HS,970
White,Q5,Grad,1480
White,Q2,Grad,1000
Asian,Q2,Bachelor,1230
White,Q3,Bachelor,1140
Black,Q1,Grad,1030
White,Q3,Grad,1150
White,Q4,Grad,990
White,Q1,Bachelor,1430
White,Q5,Grad,740
Hispanic,Q5,Grad,990
White,Q5,HS,1110
Asian,Q5,Grad,1470
Hispanic,Q4,Bachelor,820
Asian,Q5,Grad,1290
White,Q4,Bachelor,1330
Black,Q1,Grad,870
Hispanic,Q5,Associate,720
White,Q5,HS,1370
Hispanic,Q1,HS,1060
White,Q5,Grad,1000
Black,Q4,Grad,1100
Hispanic,Q5,Associate,1060
White,Q5,Bachelor,950
Two,Q5,Grad,1300
Black,Q5,Bachelor,1200
White,Q1,HS,690
Two,Q4,Bachelor,1120
White,Q2,HS,1300
Hispanic,Q3,HS,840
Hispanic,Q4,Grad,1090
White,Q5,HS,940
Asian,Q2,Bachelor,1170
Black,Q2,HS,620
Hispanic,Q1,Grad,1170
Hispanic,Q1,No HS,830
White,Q2,Grad,1080
Black,Q4,Grad,1380
Hispanic,Q5,Bachelor,1070
Hispanic,Q5,No HS,880
White,Q4,Associate,980
White,Q3,HS,1380
Black,Q2,Grad,950
Hispanic,Q3,Bachelor,660
White,Q5,Bachelor,770
Black,Q4,Grad,1220
Hispanic,Q3,No HS,1520
White,Q4,Bachelor,1030
White,Q3,Bachelor,940
White,Q4,Grad,1180
White,Q2,Associate,1250
White,Q4,HS,1190
Hispanic,Q3,Bachelor,1160
White,Q2,HS,1270
White,Q3,Grad,970
White,Q3,No HS,770
Hispanic,Q4,Grad,1540
Black,Q5,Bachelor,1060
White,Q5,Bachelor,1320
Hispanic,Q4,HS,910
White,Q5,Grad,1110
White,Q5,Bachelor,1090
White,Q4,Grad,1090
White,Q5,Bachelor,1300
Hispanic,Q5,Grad,1390
White,Q5,Grad,1350
White,Q4,HS,1120
Asian,Q4,No HS,1040
White,Q5,HS,680
Hispanic,Q1,Grad,1290
Hispanic,Q5,Grad,930
White,Q5,Grad,830
Hispanic,Q5,Associate,1060
Asian,Q5,Bachelor,1580
Hispanic,Q4,HS,890
Asian,Q4,No HS,1090
Asian,Q2,Bachelor,1540
White,Q5,HS,1050
Hispanic,Q4,Associate,1600
Hispanic,Q5,HS,1130
White,Q3,No HS,1170
Hispanic,Q4,HS,930
Asian,Q5,Grad,830
White,Q5,Bachelor,1070
White,Q3,Grad,1050
Hispanic,Q5,HS,1250
AIAN,Q3,Grad,520
White,Q5,Associate,1320
White,Q2,Bachelor,780
White,Q4,HS,930
White,Q4,Associate,940
Two,Q4,Grad,1500
White,Q4,Grad,1270
White,Q5,Bachelor,1270
Black,Q4,Grad,970
Hispanic,Q1,Grad,1210
White,Q2,Bachelor,1160
Asian,Q4,Bachelor,1120
White,Q5,HS,1280
Asian,Q3,HS,710
Asian,Q2,Associate,1590
Asian,Q3,Bachelor,1050
White,Q1,HS,1160
Two,Q1,HS,930
Asian,Q5,Bachelor,1020
Hispanic,Q4,HS,920
White,Q4,HS,1160
Asian,Q2,Bachelor,1200
Hispanic,Q1,HS,910
Asian,Q3,HS,1200
Black,Q2,No HS,750
White,Q1,Grad,1340
AIAN,Q3,Grad,1010
Hispanic,Q4,No HS,1090
White,Q4,Bachelor,1130
White,Q4,No HS,670
White,Q2,Grad,1310
White,Q4,Bachelor,1150
White,Q5,Bachelor,880
Black,Q5,Bachelor,1030
White,Q3,Bachelor,1070
Hispanic,Q3,Grad,1470
Hispanic,Q5,HS,1190
White,Q3,HS,1300
Black,Q1,Bachelor,1150
Hispanic,Q2,Grad,810
Black,Q5,Bachelor,990
White,Q5,Bachelor,620
White,Q1,Bachelor,770
Hispanic,Q5,HS,860
Hispanic,Q1,Grad,730
White,Q3,Grad,1390
White,Q5,Bachelor,1170
Hispanic,Q1,No HS,1040
Two,Q5,Grad,890
Two,Q2,Bachelor,1260
White,Q4,Grad,1270
Two,Q2,Associate,1010
Asian,Q2,Grad,1020
Asian,Q5,Grad,800
White,Q3,Grad,1170
Hispanic,Q1,Bachelor,910
White,Q4,Grad,940
White,Q5,Grad,1310
Hispanic,Q3,Bachelor,850
White,Q3,HS,830
White,Q5,Bachelor,1140
Black,Q5,Bachelor,1260
Black,Q5,Bachelor,1050
Black,Q1,Grad,850
White,Q5,Associate,620
White,Q1,Bachelor,1050
Hispanic,Q4,Bachelor,1130
White,Q4,Bachelor,1320
Hispanic,Q4,Bachelor,1130
Hispanic,Q3,Bachelor,1250
Hispanic,Q4,Grad,1350
White,Q3,Associate,980
Black,Q2,Bachelor,970
White,Q5,No HS,760
Asian,Q2,Bachelor,1030
Hispanic,Q1,No HS,1520
White,Q4,Grad,1080
White,Q2,Grad,1210
Hispanic,Q1,Bachelor,1040
White,Q3,Grad,1070
Black,Q5,Grad,1000
White,Q4,Grad,1020
White,Q1,HS,860
White,Q4,Grad,1440
Asian,Q5,Bachelor,1020
Hispanic,Q1,Bachelor,870
Black,Q5,Bachelor,1150
Two,Q3,Bachelor,1240
Asian,Q3,Bachelor,1250
Black,Q5,Bachelor,1450
Black,Q5,Bachelor,770
White,Q5,Bachelor,1330
Asian,Q3,Bachelor,850
White,Q5,HS,1170
Black,Q1,Grad,900
White,Q3,Bachelor,890
White,Q4,HS,1080
Asian,Q2,Bachelor,1340
Hispanic,Q5,Associate,950
Hispanic,Q5,HS,1150
Hispanic,Q3,Grad,780
White,Q5,Grad,1360
Hispanic,Q5,Bachelor,1350
White,Q4,HS,980
Asian,Q4,Grad,1300
Hispanic,Q4,Bachelor,910
White,Q5,Grad,1070
Asian,Q5,Bachelor,1030
Hispanic,Q3,Grad,780
Black,Q1,HS,1100
Asian,Q2,Bachelor,1120
White,Q5,No HS,1130
White,Q4,Grad,1040
AIAN,Q4,Bachelor,1120
White,Q5,Bachelor,1210
White,Q4,Grad,980
Hispanic,Q5,Grad,1280
White,Q5,Grad,660
Hispanic,Q1,Grad,1070
Black,Q5,Grad,1120
Asian,Q5,Bachelor,1210
Hispanic,Q5,HS,1050
Asian,Q3,Bachelor,930
Two,Q1,Grad,1100
Hispanic,Q5,HS,850
White,Q5,HS,1080
Hispanic,Q1,HS,1170
Black,Q5,No HS,870
Hispanic,Q5,HS,980
White,Q1,Grad,1350
Asian,Q2,Bachelor,1130
White,Q5,Grad,1280
White,Q5,Associate,970
Hispanic,Q4,Bachelor,1130
White,Q5,Bachelor,920
White,Q5,No HS,920
Black,Q2,Grad,460
White,Q5,HS,860
Hispanic,Q5,Grad,720
Asian,Q3,Grad,1110
White,Q5,Bachelor,910
Hispanic,Q3,No HS,1070
Hispanic,Q1,Bachelor,1420
Hispanic,Q4,HS,940
Two,Q5,Grad,1140
White,Q5,HS,1130
Two,Q2,HS,890
Black,Q2,HS,790
Hispanic,Q4,HS,1090
Black,Q1,No HS,490
White,Q5,Bachelor,850
Hispanic,Q1,Grad,790
White,Q5,Bachelor,1320
White,Q5,No HS,660
Two,Q2,Bachelor,1100
Asian,Q2,Associate,840
White,Q3,Grad,1020
White,Q5,No HS,860
Hispanic,Q3,Grad,650
Black,Q5,Bachelor,1080
White,Q5,HS,1020
White,Q4,Bachelor,1430
White,Q5,HS,1020
Asian,Q4,HS,760
White,Q5,HS,900
Hispanic,Q3,Bachelor,1540
Black,Q3,Grad,1050
Hispanic,Q4,Grad,1230
White,Q5,Grad,990
White,Q2,No HS,940
White,Q4,No HS,950
White,Q3,HS,980
White,Q5,HS,1010
Asian,Q4,No HS,1190
White,Q5,Bachelor,1170
Asian,Q5,HS,1190
White,Q2,Grad,1270
White,Q5,Bachelor,980
Hispanic,Q4,No HS,1310
White,Q3,Associate,1100
White,Q4,HS,650
Two,Q5,Bachelor,1370
Hispanic,Q4,HS,1160
Hispanic,Q2,HS,1070
White,Q5,Grad,1090
White,Q4,Bachelor,1240
Black,Q5,Bachelor,1170
White,Q2,Grad,1140
Black,Q2,Bachelor,640
Hispanic,Q3,Associate,980
White,Q2,HS,1350
Hispanic,Q2,Bachelor,1250
Hispanic,Q5,HS,960
Hispanic,Q5,No HS,1110
Hispanic,Q4,Bachelor,870
White,Q5,HS,920
White,Q5,HS,720
Hispanic,Q5,Bachelor,1440
Hispanic,Q2,Grad,1120
White,Q1,HS,1020
Two,Q3,Associate,760
White,Q3,No HS,1400
White,Q3,Bachelor,1070
White,Q3,Grad,830
White,Q5,HS,970
White,Q5,Grad,1110
Hispanic,Q3,Bachelor,910
Hispanic,Q5,HS,880
Black,Q3,HS,990
Hispanic,Q2,Bachelor,900
White,Q2,Grad,1260
Hispanic,Q5,Bachelor,1100
White,Q5,Grad,890
White,Q5,HS,1100
White,Q1,HS,800
Hispanic,Q4,Grad,1340
Hispanic,Q5,Bachelor,1260
White,Q3,Grad,1350
White,Q5,Bachelor,770
White,Q4,HS,970
Asian,Q3,HS,1250
White,Q1,HS,1030
Hispanic,Q3,Bachelor,1260
White,Q3,Bachelor,920
Asian,Q4,HS,1040
White,Q4,No HS,700
White,Q2,Bachelor,1210
Black,Q1,Associate,1040
Hispanic,Q3,Grad,1140
White,Q1,HS,1160
White,Q4,Grad,1170
White,Q5,HS,940
Hispanic,Q4,Bachelor,1120
White,Q5,Associate,1180
Asian,Q5,Grad,1030
Hispanic,Q4,Bachelor,690
White,Q4,No HS,1170
Black,Q5,Bachelor,1210
Hispanic,Q2,Grad,580
White,Q5,HS,1210
White,Q1,Bachelor,900
White,Q1,Bachelor,690
White,Q3,Grad,1310
Asian,Q5,Bachelor,1070
Hispanic,Q5,Grad,1210
Hispanic,Q3,Grad,1040
Black,Q1,Grad,1200
Hispanic,Q5,HS,1040
Asian,Q5,Grad,1180
Hispanic,Q5,Grad,1000
Hispanic,Q3,HS,970
Hispanic,Q4,Bachelor,1110
Black,Q2,Grad,1300
Asian,Q4,Grad,700
Asian,Q1,Bachelor,1260
White,Q5,HS,900
Hispanic,Q4,Associate,930
Asian,Q5,Bachelor,1120
White,Q4,HS,720
White,Q2,HS,1100
White,Q5,HS,1110
White,Q4,Grad,1030
White,Q3,Grad,1050
White,Q4,Bachelor,940
White,Q2,Bachelor,1030
White,Q2,Grad,1000
White,Q4,Bachelor,1170
White,Q5,Grad,1370
Hispanic,Q4,Bachelor,1390
White,Q3,No HS,1350
Two,Q5,No HS,1130
White,Q1,Grad,820
Asian,Q4,Bachelor,1010
White,Q2,Associate,780
White,Q4,Grad,1090
White,Q5,Grad,1220
White,Q2,HS,880
White,Q2,Grad,1250
White,Q2,Associate,1060
Hispanic,Q4,HS,840
Black,Q5,HS,1160
Two,Q3,Bachelor,1250
Hispanic,Q2,HS,940
Hispanic,Q2,Grad,1110
White,Q3,No HS,1040
Asian,Q2,Grad,1260
Asian,Q5,No HS,970
Hispanic,Q1,HS,990
Black,Q5,HS,960
White,Q5,Grad,920
White,Q3,HS,1080
White,Q5,HS,1030
Black,Q3,Bachelor,770
Hispanic,Q1,HS,1110
Black,Q5,Grad,1160
Hispanic,Q5,HS,1050
Hispanic,Q5,Grad,1140
AIAN,Q1,HS,1220
Hispanic,Q3,Bachelor,1070
White,Q5,Bachelor,1320
Hispanic,Q1,HS,810
Hispanic,Q5,Grad,1250
White,Q1,Grad,790
White,Q3,Bachelor,1330
White,Q2,HS,1130
White,Q2,HS,1020
White,Q4,Bachelor,1070
AIAN,Q3,Grad,720
Hispanic,Q5,Bachelor,950
Two,Q5,HS,1580
Two,Q2,Bachelor,900
Hispanic,Q5,HS,1370
White,Q5,Bachelor,1020
White,Q1,Bachelor,1080
Black,Q5,Bachelor,1460
White,Q5,Grad,1390
White,Q4,HS,620
Black,Q4,Grad,1260
Two,Q4,Grad,1150
Hispanic,Q4,Bachelor,1000
White,Q4,Bachelor,1090
White,Q5,No HS,1210
White,Q4,HS,1070
Black,Q1,HS,690
White,Q1,HS,820
Black,Q5,HS,530
White,Q4,Bachelor,1240
White,Q3,HS,1010
White,Q5,No HS,980
Hispanic,Q3,Bachelor,860
Two,Q5,Bachelor,990
White,Q5,Associate,1090
White,Q5,HS,1070
White,Q5,HS,1290
Hispanic,Q4,Grad,1210
Asian,Q5,HS,870
White,Q5,HS,1120
White,Q3,Grad,1210
Hispanic,Q4,HS,960
White,Q4,Associate,860
White,Q2,Grad,1060
White,Q4,HS,830
Hispanic,Q2,Bachelor,810
Hispanic,Q2,HS,1000
White,Q3,Bachelor,1240
White,Q1,Grad,940
Black,Q5,Bachelor,850
Asian,Q5,HS,990
Black,Q4,Bachelor,1230
Hispanic,Q5,Associate,750
Asian,Q5,Bachelor,930
Hispanic,Q3,Bachelor,1260
Two,Q1,HS,1120
Black,Q4,Bachelor,870
Hispanic,Q2,No HS,870
Two,Q3,Grad,1170
White,Q5,Grad,1370
White,Q4,No HS,1160
White,Q1,Bachelor,1020
Hispanic,Q2,Bachelor,1170
White,Q2,Bachelor,830
Hispanic,Q2,HS,1250
White,Q5,HS,840
White,Q2,HS,980
White,Q5,Grad,1120
White,Q5,No HS,1410
White,Q5,Bachelor,1010
Hispanic,Q5,Bachelor,1010
Hispanic,Q2,No HS,820
White,Q5,Grad,980
Asian,Q2,Bachelor,1180
White,Q1,HS,1040
Black,Q4,Bachelor,1020
Hispanic,Q5,Grad,1010
Hispanic,Q5,Grad,1210
Hispanic,Q1,Bachelor,1090
White,Q3,Bachelor,950
White,Q2,Grad,1090
Black,Q3,No HS,1160
White,Q5,Bachelor,1190
White,Q4,HS,1130
Asian,Q1,Grad,1040
White,Q3,Bachelor,860
Hispanic,Q3,Bachelor,1210
White,Q4,Bachelor,980
White,Q4,Bachelor,980
White,Q5,Bachelor,980
Asian,Q5,Bachelor,800
White,Q5,Grad,1140
Black,Q2,Grad,940
White,Q4,Bachelor,750
Hispanic,Q5,Grad,1040
White,Q4,Bachelor,870
White,Q5,Grad,1050
White,Q4,Bachelor,1120
Hispanic,Q4,Grad,1200
White,Q5,Bachelor,1180
Hispanic,Q3,Bachelor,990
White,Q5,Grad,1210
White,Q4,No HS,1110
Hispanic,Q3,HS,600
Hispanic,Q4,Grad,1160
White,Q4,Bachelor,900
White,Q2,HS,1100
White,Q4,Bachelor,1220
White,Q5,Bachelor,800
Asian,Q3,Grad,670
White,Q1,HS,1350
White,Q3,Bachelor,1340
White,Q4,HS,1090
Hispanic,Q2,Associate,750
Asian,Q4,No HS,1220
White,Q1,Bachelor,1040
White,Q4,HS,1410
White,Q3,Grad,930
Hispanic,Q3,Grad,1060
White,Q1,HS,960
Black,Q5,HS,1220
Two,Q5,Bachelor,1170
Black,Q2,Bachelor,1130
White,Q4,Grad,1240
White,Q3,No HS,1520
White,Q1,Grad,830
White,Q4,Bachelor,1250
White,Q2,No HS,940
White,Q5,HS,930
Black,Q5,HS,720
Black,Q4,Bachelor,740
Hispanic,Q2,No HS,980
White,Q5,Bachelor,1080
White,Q3,Grad,1540
White,Q2,Bachelor,1370
White,Q4,Grad,980
Hispanic,Q2,Grad,1020
White,Q2,HS,790
White,Q1,Grad,1220
Black,Q2,Associate,990
Asian,Q4,Bachelor,1120
Black,Q5,Grad,1320
Asian,Q2,Bachelor,1200
White,Q3,Bachelor,830
Black,Q3,HS,930
Hispanic,Q4,HS,910
White,Q3,Bachelor,1460
White,Q1,HS,1270
White,Q3,Associate,1070
Asian,Q4,Grad,1210
White,Q3,Bachelor,1080
Hispanic,Q1,No HS,990
Two,Q1,Grad,980
Hispanic,Q5,Bachelor,1180
White,Q4,HS,720
Asian,Q2,Grad,1210
AIAN,Q3,Grad,1350
AIAN,Q4,Grad,1510
White,Q2,Associate,1010
White,Q1,Grad,870
Black,Q1,HS,1390
Asian,Q1,No HS,1000
White,Q4,Bachelor,900
White,Q5,Bachelor,1220
White,Q5,Bachelor,1030
White,Q1,Grad,960
White,Q2,Bachelor,990
Hispanic,Q4,HS,960
White,Q3,No HS,820
White,Q3,Bachelor,700
Hispanic,Q3,HS,1290
White,Q5,Grad,1120
Hispanic,Q5,Grad,400
Hispanic,Q5,Bachelor,1210
White,Q4,HS,770
White,Q1,Grad,1180
White,Q1,HS,670
Hispanic,Q4,HS,1050
Asian,Q3,Bachelor,1570
White,Q4,No HS,1180
Asian,Q2,No HS,680
Hispanic,Q1,HS,1180
White,Q5,HS,980
Asian,Q2,Grad,1190
White,Q5,Bachelor,900
White,Q5,Bachelor,760
White,Q2,Associate,1250
White,Q4,Grad,1330
White,Q3,Grad,700
Hispanic,Q2,No HS,1080
Black,Q4,Associate,480
Black,Q5,Bachelor,1100
White,Q3,Grad,1380
White,Q4,Bachelor,750
White,Q5,Grad,1380
Asian,Q2,Bachelor,870
White,Q2,HS,1450
Black,Q1,Bachelor,1070
Black,Q5,Grad,980
Hispanic,Q5,Grad,890
Black,Q5,Bachelor,1180
Asian,Q5,HS,990
Hispanic,Q3,Bachelor,1040
White,Q3,Grad,780
Black,Q2,Associate,900
White,Q5,Bachelor,1150
Black,Q5,No HS,910
Asian,Q1,HS,1540
Asian,Q4,Grad,1300
Hispanic,Q4,Bachelor,980
White,Q4,Associate,1100
White,Q5,Grad,1080
White,Q4,Bachelor,1370
Black,Q4,No HS,1170
Asian,Q5,HS,900
White,Q5,Grad,1050
White,Q5,Grad,1000
Black,Q2,Grad,770
Asian,Q5,Grad,1090
Hispanic,Q1,Bachelor,720
Asian,Q5,HS,1070
Black,Q5,HS,990
White,Q3,Grad,1110
Hispanic,Q4,HS,1200
Two,Q3,No HS,1250
White,Q4,Bachelor,1030
Two,Q1,Bachelor,930
Hispanic,Q1,Grad,1290
White,Q3,Bachelor,870
White,Q5,HS,1090
Hispanic,Q3,HS,1300
White,Q2,Bachelor,1090
White,Q2,Grad,940
Hispanic,Q5,No HS,1290
White,Q5,Grad,890
Hispanic,Q2,Grad,920
Black,Q5,Grad,1250
Hispanic,Q4,Bachelor,1110
White,Q3,Associate,870
Black,Q5,HS,1130
Hispanic,Q4,No HS,1050
Black,Q2,Bachelor,1110
Hispanic,Q2,Bachelor,980
Hispanic,Q5,Bachelor,910
White,Q5,HS,1090
Hispanic,Q5,Grad,1100
White,Q1,Grad,980
Hispanic,Q4,Bachelor,950
Hispanic,Q1,Bachelor,1080
White,Q3,Grad,1060
Hispanic,Q5,HS,1140
Hispanic,Q5,Grad,1060
White,Q5,Bachelor,1470
White,Q4,Associate,740
White,Q1,No HS,890
Asian,Q5,HS,970
Black,Q5,Grad,1060
Hispanic,Q3,Grad,1020
White,Q3,Bachelor,1100
Black,Q4,Grad,1540
Black,Q2,Grad,980
White,Q3,Bachelor,840
White,Q4,Grad,900
White,Q1,No HS,840
Black,Q1,Grad,1160
Hispanic,Q4,Grad,1230
Hispanic,Q2,Associate,790
Asian,Q2,HS,1270
White,Q5,HS,1140
Hispanic,Q4,Grad,1340
Hispanic,Q5,No HS,770
White,Q5,Associate,1350
Hispanic,Q5,Grad,760
White,Q5,HS,1250
White,Q5,Bachelor,880
Two,Q2,Grad,1370
Hispanic,Q5,Bachelor,1080
White,Q4,HS,1180
Asian,Q4,Bachelor,1370
White,Q3,Bachelor,790
White,Q5,HS,1070
White,Q2,Bachelor,1340
White,Q3,Bachelor,1110
Asian,Q3,Grad,1130
Asian,Q1,Bachelor,1080
Black,Q3,Grad,710
White,Q5,HS,890
Asian,Q4,No HS,1090
Hispanic,Q2,HS,890
Hispanic,Q3,Bachelor,990
Hispanic,Q3,Grad,1150
Black,Q5,Grad,1410
White,Q5,Associate,1260
Hispanic,Q5,Bachelor,1320
White,Q1,HS,1150
Hispanic,Q3,HS,1130
Hispanic,Q3,Bachelor,660
Two,Q3,Grad,1210
Black,Q3,Bachelor,1070
Hispanic,Q4,Associate,980
Hispanic,Q5,Bachelor,1130
Two,Q1,HS,1210
White,Q3,HS,1010
White,Q5,Grad,1070
White,Q1,No HS,800
White,Q5,Grad,990
Black,Q1,HS,970
Hispanic,Q5,No HS,910
Hispanic,Q4,Bachelor,1080
White,Q5,HS,1070
White,Q4,Grad,890
Asian,Q5,Bachelor,930
White,Q5,Bachelor,900
Hispanic,Q3,Grad,1110
White,Q3,Grad,1140
White,Q5,Grad,1420
White,Q2,Bachelor,1230
Hispanic,Q2,Grad,1050
Asian,Q5,HS,1340
Asian,Q4,Bachelor,1220
Hispanic,Q4,HS,900
White,Q5,No HS,990
Two,Q5,Grad,1120
Black,Q4,Bachelor,1030
White,Q1,Bachelor,1130
White,Q2,Bachelor,890
White,Q2,Grad,1260
Black,Q1,Grad,950
White,Q4,Bachelor,1150
White,Q5,Bachelor,760
White,Q3,Grad,1000
Black,Q4,Bachelor,1100
Black,Q1,Bachelor,490
Hispanic,Q1,Bachelor,750
Hispanic,Q1,No HS,1410
Hispanic,Q2,HS,1010
Hispanic,Q3,Bachelor,990
White,Q5,Grad,1460
Black,Q5,HS,670
White,Q2,Associate,730
White,Q5,Bachelor,1080
White,Q5,Bachelor,1050
White,Q4,Bachelor,1410
White,Q5,Bachelor,1020
Hispanic,Q5,Grad,1120
White,Q5,HS,1110
Hispanic,Q3,Bachelor,780
Black,Q2,HS,1050
Asian,Q3,HS,1350
Hispanic,Q5,Grad,1290
Black,Q5,Bachelor,1240
White,Q4,HS,970
White,Q1,Associate,1210
Two,Q5,Grad,1050
White,Q5,Grad,1590
Asian,Q1,Bachelor,1180
Black,Q2,Bachelor,970
White,Q3,Grad,920
White,Q3,Grad,950
Black,Q3,HS,1120
White,Q5,Bachelor,960
Asian,Q5,HS,860
White,Q4,No HS,1000
White,Q1,Bachelor,900
Hispanic,Q1,Bachelor,1190
Hispanic,Q5,Bachelor,1000
White,Q3,No HS,940
Asian,Q2,Grad,910
Asian,Q3,Associate,1070
White,Q2,Grad,1190
White,Q5,HS,1180
Asian,Q3,Bachelor,1320
Hispanic,Q3,HS,970
Asian,Q4,Bachelor,1130
Black,Q1,No HS,550
White,Q1,No HS,1400
Black,Q4,HS,890
Hispanic,Q4,No HS,1530
Black,Q1,Grad,1020
Hispanic,Q5,Bachelor,1170
White,Q1,Grad,840
Hispanic,Q4,Bachelor,710
White,Q5,HS,520
Asian,Q5,Bachelor,730
Hispanic,Q4,HS,680
Asian,Q5,HS,1220
Asian,Q5,Grad,1470
White,Q5,Grad,1020
Hispanic,Q4,Grad,830
White,Q1,Bachelor,1080
White,Q2,Associate,860
Hispanic,Q4,Bachelor,1220
White,Q5,Grad,1500
Hispanic,Q3,Bachelor,1480
Hispanic,Q4,Grad,1090
Hispanic,Q4,Grad,1070
White,Q5,Grad,1360
Hispanic,Q2,Bachelor,910
Black,Q5,Bachelor,1100
Black,Q4,Bachelor,730
White,Q4,No HS,1180
Hispanic,Q1,Associate,770
Asian,Q4,Bachelor,890
Asian,Q4,Grad,920
White,Q2,Grad,1180
Black,Q2,Bachelor,1070
Hispanic,Q1,Grad,1220
White,Q4,HS,1070
White,Q4,Grad,830
Hispanic,Q2,Bachelor,880
Hispanic,Q1,No HS,850
White,Q5,Grad,990
White,Q3,Bachelor,1170
Asian,Q3,Bachelor,1010
Hispanic,Q3,HS,1320
White,Q4,Grad,1150
White,Q4,No HS,1090
White,Q3,Bachelor,930
White,Q4,HS,1220
Black,Q2,Grad,1230
White,Q2,Grad,870
Black,Q4,Grad,1230
White,Q5,Associate,1240
Hispanic,Q3,HS,960
Hispanic,Q3,Associate,890
Black,Q4,Bachelor,1120
White,Q5,Associate,1000
Black,Q5,No HS,1450
White,Q2,Bachelor,710
White,Q5,HS,1170
White,Q4,HS,830
White,Q2,Bachelor,1090
Hispanic,Q5,Bachelor,1460
Hispanic,Q5,No HS,850
White,Q5,Bachelor,880
White,Q5,HS,1190
White,Q5,No HS,1240
Hispanic,Q5,Bachelor,1010
Hispanic,Q3,Grad,1090
White,Q3,Bachelor,650
Black,Q2,Bachelor,1010
Hispanic,Q5,Associate,740
White,Q3,No HS,680
Two,Q1,HS,1260
Hispanic,Q3,HS,1020
White,Q3,Bachelor,830
Hispanic,Q4,Bachelor,900
Two,Q3,HS,740
Asian,Q3,Grad,1060
Hispanic,Q3,Grad,1020
Black,Q2,Bachelor,600
Black,Q3,HS,930
Black,Q3,Bachelor,1380
White,Q4,Bachelor,800
Two,Q5,HS,1190
White,Q3,Bachelor,1200
White,Q4,Grad,810
White,Q1,Bachelor,1110
Hispanic,Q4,Grad,700
White,Q5,Bachelor,560
White,Q4,Bachelor,1270
White,Q4,Grad,1390
White,Q2,No HS,700
White,Q5,HS,790
White,Q5,Bachelor,1230
Black,Q5,Associate,1030
White,Q1,Bachelor,840
Hispanic,Q3,Grad,820
Two,Q5,Associate,850
Black,Q5,Associate,1160
Asian,Q4,Associate,860
Black,Q2,No HS,1010
Black,Q2,HS,1160
Hispanic,Q5,HS,1060
White,Q3,HS,1350
White,Q2,Grad,1310
White,Q4,HS,860
White,Q3,Bachelor,1210
White,Q4,Associate,990
Black,Q3,Bachelor,710
Asian,Q5,HS,980
Hispanic,Q4,Bachelor,1060
Hispanic,Q4,Grad,1210
Hispanic,Q1,No HS,570
White,Q5,No HS,900
Hispanic,Q5,Grad,640
White,Q3,HS,970
Black,Q5,Bachelor,1010
Black,Q5,Bachelor,990
Black,Q2,HS,1230
White,Q2,Bachelor,1180
White,Q5,Grad,1210
White,Q3,Grad,1570
White,Q5,HS,980
White,Q2,HS,960
White,Q4,HS,1010
Hispanic,Q1,HS,940
Hispanic,Q5,Grad,980
Hispanic,Q3,Grad,1070
White,Q5,Bachelor,1200
White,Q1,Grad,970
Hispanic,Q1,Grad,1400
White,Q5,Associate,1270
Black,Q5,Bachelor,780
White,Q5,Bachelor,870
White,Q2,Grad,1310
Black,Q5,Bachelor,740
White,Q5,HS,1300
White,Q2,HS,1060
White,Q3,Grad,990
Black,Q5,Associate,1150
White,Q5,Bachelor,970
Black,Q5,HS,930
White,Q5,Bachelor,1280
Black,Q2,Bachelor,850
Asian,Q5,Grad,1330
Hispanic,Q5,No HS,1340
White,Q2,Bachelor,760
Hispanic,Q5,HS,1520
Hispanic,Q2,Bachelor,890
Hispanic,Q2,Grad,1040
Asian,Q4,Associate,1350
White,Q5,HS,960
White,Q5,Bachelor,1200
Hispanic,Q5,Bachelor,1290
White,Q3,Grad,1150
Hispanic,Q2,Grad,1360
White,Q5,HS,890
White,Q5,Grad,1170
Asian,Q5,No HS,1010
White,Q5,Grad,1330
Black,Q2,Grad,1000
Black,Q4,Associate,940
White,Q5,Bachelor,1240
White,Q1,HS,1040
Black,Q2,Grad,1010
